date,iso3,country,country_wgc,region_group,economic_group,source,gold_reserves_usd_mn,gold_reserves_usd_pct_change,total_reserves_usd_mn,total_reserves_usd_pct_change,fx_reserves_usd_mn,fx_reserves_usd_pct_change,gold_reserves_tonnes,gold_reserves_tonnes_pct_change,gold_holdings_pct,gold_holdings_pct_change
2010-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1786.92,-2.77,1786.92,-2.77,0.0,,0.0,
2010-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1852.63,3.68,1852.63,3.68,0.0,,0.0,
2010-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1865.82,0.71,1865.82,0.71,0.0,,0.0,
2011-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1823.42,-2.27,1823.42,-2.27,0.0,,0.0,
2011-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1782.02,-2.27,1782.02,-2.27,0.0,,0.0,
2011-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1955.09,9.71,1955.09,9.71,0.0,,0.0,
2011-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1932.47,-1.16,1932.47,-1.16,0.0,,0.0,
2012-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1714.2,-11.29,1714.2,-11.29,0.0,,0.0,
2012-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1671.26,-2.5,1671.26,-2.5,0.0,,0.0,
2012-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1692.34,1.26,1692.34,1.26,0.0,,0.0,
2012-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1799.37,6.32,1799.37,6.32,0.0,,0.0,
2013-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1631.21,-9.35,1631.21,-9.35,0.0,,0.0,
2013-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1606.26,-1.53,1606.26,-1.53,0.0,,0.0,
2013-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2430.54,51.32,2430.54,51.32,0.0,,0.0,
2013-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2251.61,-7.36,2251.61,-7.36,0.0,,0.0,
2014-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1970.26,-12.5,1970.26,-12.5,0.0,,0.0,
2014-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1784.0,-9.45,1784.0,-9.45,0.0,,0.0,
2014-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1663.34,-6.76,1663.34,-6.76,0.0,,0.0,
2014-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1489.44,-10.45,1489.44,-10.45,0.0,,0.0,
2015-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1491.57,0.14,1491.57,0.14,0.0,,0.0,
2015-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1545.66,3.63,1545.66,3.63,0.0,,0.0,
2015-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1625.49,5.17,1625.49,5.17,0.0,,0.0,
2015-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1775.29,9.22,1775.29,9.22,0.0,,0.0,
2016-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1626.3,-8.39,1626.3,-8.39,0.0,,0.0,
2016-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1567.53,-3.61,1567.53,-3.61,0.0,,0.0,
2016-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1821.6,16.21,1821.6,16.21,0.0,,0.0,
2016-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2204.11,21.0,2204.11,21.0,0.0,,0.0,
2017-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2053.08,-6.85,2053.08,-6.85,0.0,,0.0,
2017-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2016.4,-1.79,2016.4,-1.79,0.0,,0.0,
2017-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2094.34,3.87,2094.34,3.87,0.0,,0.0,
2017-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2314.11,10.49,2314.11,10.49,0.0,,0.0,
2018-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2234.15,-3.46,2234.15,-3.46,0.0,,0.0,
2018-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,1992.11,-10.83,1992.11,-10.83,0.0,,0.0,
2018-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2149.41,7.9,2149.41,7.9,0.0,,0.0,
2018-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2259.32,5.11,2259.32,5.11,0.0,,0.0,
2019-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2154.24,-4.65,2154.24,-4.65,0.0,,0.0,
2019-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2220.4,3.07,2220.4,3.07,0.0,,0.0,
2019-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2407.39,8.42,2407.39,8.42,0.0,,0.0,
2019-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2849.65,18.37,2849.65,18.37,0.0,,0.0,
2020-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2582.07,-9.39,2582.07,-9.39,0.0,,0.0,
2020-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2648.02,2.55,2648.02,2.55,0.0,,0.0,
2020-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2449.14,-7.51,2449.14,-7.51,0.0,,0.0,
2020-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2615.53,6.79,2615.53,6.79,0.0,,0.0,
2021-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3008.54,15.03,3008.54,15.03,0.0,,0.0,
2021-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3113.74,3.5,3113.74,3.5,0.0,,0.0,
2021-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3191.27,2.49,3191.27,2.49,0.0,,0.0,
2021-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3229.85,1.21,3229.85,1.21,0.0,,0.0,
2022-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,2940.29,-8.97,2940.29,-8.97,0.0,,0.0,
2022-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3450.41,17.35,3450.41,17.35,0.0,,0.0,
2022-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3739.12,8.37,3739.12,8.37,0.0,,0.0,
2022-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,4111.69,9.96,4111.69,9.96,0.0,,0.0,
2023-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3724.16,-9.43,3724.16,-9.43,0.0,,0.0,
2023-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3909.09,4.97,3909.09,4.97,0.0,,0.0,
2023-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,4165.71,6.56,4165.71,6.56,0.0,,0.0,
2023-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3607.48,-13.4,3607.48,-13.4,0.0,,0.0,
2024-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3303.78,-8.42,3303.78,-8.42,0.0,,0.0,
2024-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3354.07,1.52,3354.07,1.52,0.0,,0.0,
2024-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3573.54,6.54,3573.54,6.54,0.0,,0.0,
2024-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3685.22,3.13,3685.22,3.13,0.0,,0.0,
2025-03-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,3926.05,6.54,3926.05,6.54,0.0,,0.0,
2025-06-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,4047.29,3.09,4047.29,3.09,0.0,,0.0,
2025-09-30,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,4289.26,5.98,4289.26,5.98,0.0,,0.0,
2025-12-31,ARM,Armenia,"Armenia, Rep. of",Central and Eastern Europe,upper_middle_income,wgc_fsapi:cbd_v11:quarterly,0.0,,5086.22,18.58,5086.22,18.58,0.0,,0.0,
2000-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,703.42,0.29,18821.55,18.75,18118.13,19.61,79.72,0.0,3.74,-15.54
2001-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,660.49,-6.1,17260.45,-8.29,16599.96,-8.38,79.72,0.0,3.83,2.39
2001-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,693.55,5.01,19260.25,11.59,18566.71,11.85,79.72,0.0,3.6,-5.9
2001-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,751.22,8.31,19305.11,0.23,18553.9,-0.07,79.72,0.0,3.89,8.06
2001-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,708.67,-5.66,18663.98,-3.32,17955.31,-3.23,79.72,0.0,3.8,-2.42
2002-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,772.49,9.01,17603.44,-5.68,16830.95,-6.26,79.72,0.0,4.39,15.57
2002-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,816.32,5.67,21156.63,20.18,20340.31,20.85,79.72,0.0,3.86,-12.07
2002-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,829.64,1.63,20698.17,-2.17,19868.52,-2.32,79.72,0.0,4.01,3.88
2002-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,889.87,7.26,21578.42,4.25,20688.54,4.13,79.72,0.0,4.12,2.88
2003-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,858.22,-3.56,19981.87,-7.4,19123.65,-7.56,79.72,0.0,4.29,4.15
2003-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,886.8,3.33,27200.51,36.13,26313.71,37.6,79.72,0.0,3.26,-24.09
2003-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,994.44,12.14,28564.66,5.02,27570.21,4.78,79.72,0.0,3.48,6.78
2003-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1066.85,7.28,33255.51,16.42,32188.66,16.75,79.72,0.0,3.21,-7.85
2004-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1085.94,1.79,36424.26,9.53,35338.32,9.78,79.72,0.0,2.98,-7.07
2004-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1014.83,-6.55,34679.57,-4.79,33664.74,-4.74,79.75,0.04,2.93,-1.85
2004-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1065.73,5.02,29934.65,-13.68,28868.92,-14.25,79.75,0.0,3.56,21.66
2004-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1116.88,4.8,36919.38,23.33,35802.51,24.02,79.75,0.0,3.03,-15.03
2005-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1096.11,-1.86,36371.46,-1.48,35275.35,-1.47,79.75,0.0,3.01,-0.38
2005-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1120.72,2.25,42895.12,17.94,41774.39,18.42,79.75,0.0,2.61,-13.3
2005-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1213.41,8.27,35906.54,-16.29,34693.13,-16.95,79.75,0.0,3.38,29.34
2005-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1315.85,8.44,43257.06,20.47,41941.22,20.89,79.78,0.04,3.04,-9.99
2006-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1492.83,13.45,44328.02,2.48,42835.19,2.13,79.78,0.0,3.37,10.71
2006-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1573.63,5.41,47439.82,7.02,45866.19,7.08,79.78,0.0,3.32,-1.5
2006-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1537.08,-2.32,46188.49,-2.64,44651.41,-2.65,79.78,0.0,3.33,0.32
2006-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1621.08,5.47,55069.23,19.23,53448.15,19.7,79.78,0.0,2.94,-11.54
2007-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1697.39,4.71,57502.95,4.42,55805.56,4.41,79.78,0.0,2.95,0.28
2007-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1669.18,-1.66,67627.09,17.61,65957.91,18.19,79.81,0.04,2.47,-16.38
2007-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,1906.54,14.22,46490.23,-31.26,44583.69,-32.41,79.81,0.0,4.1,66.15
2007-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2139.4,12.21,26907.89,-42.12,24768.49,-44.44,79.81,0.0,7.95,93.88
2008-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2396.29,12.01,33361.5,23.98,30965.21,25.02,79.84,0.04,7.18,-9.66
2008-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2387.95,-0.35,34516.63,3.46,32128.68,3.76,79.84,0.0,6.92,-3.68
2008-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2270.51,-4.92,28815.29,-16.52,26544.78,-17.38,79.84,0.0,7.88,13.89
2008-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2232.65,-1.67,32923.51,14.26,30690.86,15.62,79.84,0.0,6.78,-13.94
2009-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2352.93,5.39,32531.84,-1.19,30178.92,-1.67,79.85,0.01,7.23,6.66
2009-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2399.16,1.97,42444.59,30.47,40045.42,32.69,79.85,0.0,5.65,-21.85
2009-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2556.47,6.56,43033.59,1.39,40477.12,1.08,79.85,0.0,5.94,5.1
2009-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2792.03,9.21,41742.19,-3.0,38950.16,-3.77,79.85,0.0,6.69,12.59
2010-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2863.93,2.58,37715.7,-9.65,34851.77,-10.52,79.85,0.0,7.59,13.53
2010-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3193.85,11.52,37291.58,-1.12,34097.73,-2.16,79.85,0.0,8.56,12.79
2010-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3355.59,5.06,41414.78,11.06,38059.19,11.62,79.85,0.0,8.1,-5.4
2010-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3608.48,7.54,42267.8,2.06,38659.32,1.58,79.85,0.0,8.54,5.37
2011-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3694.49,2.38,36953.91,-12.57,33259.42,-13.97,79.85,0.0,10.0,17.11
2011-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3865.2,4.62,44183.64,19.56,40318.45,21.22,79.85,0.0,8.75,-12.5
2011-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,4159.19,7.61,43854.7,-0.74,39695.51,-1.55,79.85,0.0,9.48,8.41
2011-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3930.67,-5.49,46714.02,6.52,42783.35,7.78,79.85,0.0,8.41,-11.28
2012-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,4268.3,8.59,51963.41,11.24,47695.1,11.48,79.85,0.0,8.21,-2.38
2012-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,4103.96,-3.85,48163.39,-7.31,44059.43,-7.62,79.85,0.0,8.52,3.74
2012-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,4559.67,11.1,47008.16,-2.4,42448.49,-3.66,79.85,0.0,9.7,13.83
2012-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,4255.44,-6.67,49121.48,4.5,44866.04,5.7,79.85,0.0,8.66,-10.69
2013-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,4103.32,-3.57,50827.39,3.47,46724.07,4.14,79.85,0.0,8.07,-6.81
2013-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3060.32,-25.42,48075.08,-5.42,45014.76,-3.66,79.85,0.0,6.37,-21.15
2013-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3405.64,11.28,49316.96,2.58,45911.33,1.99,79.85,0.0,6.91,8.48
2013-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3092.41,-9.2,52837.03,7.14,49744.61,8.35,79.85,0.0,5.85,-15.25
2014-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3316.42,7.24,57368.5,8.58,54052.08,8.66,79.85,0.0,5.78,-1.23
2014-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3376.11,1.8,59232.12,3.25,55856.01,3.34,79.85,0.0,5.7,-1.4
2014-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3123.22,-7.49,53270.93,-10.06,50147.71,-10.22,79.85,0.0,5.86,2.86
2014-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3096.27,-0.86,53910.33,1.2,50814.06,1.33,79.85,0.0,5.74,-2.04
2015-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3047.49,-1.58,54317.5,0.76,51270.01,0.9,79.85,0.0,5.61,-2.31
2015-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3006.41,-1.35,48096.05,-11.45,45089.65,-12.05,79.85,0.0,6.25,11.41
2015-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2860.07,-4.87,46886.99,-2.51,44026.93,-2.36,79.85,0.0,6.1,-2.41
2015-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2721.43,-4.85,45474.28,-3.01,42752.86,-2.89,79.85,0.0,5.98,-1.89
2016-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3175.85,16.7,45338.32,-0.3,42162.46,-1.38,79.85,0.0,7.0,17.05
2016-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3390.87,6.77,46891.65,3.43,43500.78,3.17,79.85,0.0,7.23,3.23
2016-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3395.37,0.13,46976.18,0.18,43580.81,0.18,79.85,0.0,7.23,-0.05
2016-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,2941.97,-13.35,52739.06,12.27,49797.09,14.26,79.85,0.0,5.58,-22.82
2017-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3196.01,8.64,58224.59,10.4,55028.59,10.51,79.85,0.0,5.49,-1.6
2017-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3189.33,-0.21,61037.5,4.83,57848.17,5.12,79.85,0.0,5.23,-4.81
2017-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3294.21,3.29,55920.26,-8.38,52626.05,-9.03,79.85,0.0,5.89,12.74
2017-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3314.49,0.62,65931.81,17.9,62617.32,18.99,79.85,0.0,5.03,-14.66
2018-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3398.83,2.54,58895.1,-10.67,55496.27,-11.37,79.85,0.0,5.77,14.8
2018-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3210.39,-5.54,55900.4,-5.08,52690.01,-5.06,79.85,0.0,5.74,-0.48
2018-09-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3048.13,-5.05,52831.04,-5.49,49782.91,-5.52,79.85,0.0,5.77,0.46
2018-12-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3283.68,7.73,54360.77,2.9,51077.09,2.6,79.85,0.0,6.04,4.7
2019-03-31,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3325.79,1.28,54540.2,0.33,51214.41,0.27,79.85,0.0,6.1,0.95
2019-06-30,AUS,Australia,Australia,Australasia / Oceania,high_income,wgc_fsapi:cbd_v11:quarterly,3617.44,8.77,54565.38,0.05,50947.93,-0.52,79.85,0.0,6.63,8.72
